cat,medcodeid,aurumterm,disease_num,score
Dementia,2127581000000115,suspected dementia,5,2
Dementia,294655014,arteriosclerotic dementia with depression,5,2
Dementia,294668018,chronic alcoholic brain syndrome,5,2
Dementia,296996011,cerebral degeneration in disease nos,5,2
Dementia,499946014,alzheimer's disease with early onset,5,2
Dementia,359241000006119,[x] unspecified dementia,5,2
Dementia,696161000006115,multi infarct dementia,5,2
Dementia,500317011,alzheimer's disease with late onset,5,2
Dementia,294637017,uncomplicated presenile dementia,5,2
Dementia,26545010,senile dementia,5,2
Dementia,21256010,presenile dementia,5,2
Dementia,299325013,[x]other alzheimer's disease,5,2
Dementia,294635013,uncomplicated senile dementia,5,2
Dementia,295685013,[x]dementia in pick's disease,5,2
Dementia,359141000006111,[x] senile dementia nos,5,2
Dementia,542671000006117,cerebral degeneration due to myxoedema,5,2
Dementia,297022013,cerebral degeneration other disease nos,5,2
Dementia,76484016,senile degeneration of brain,5,2
Dementia,294654013,arteriosclerotic dementia with paranoia,5,2
Dementia,294656010,arteriosclerotic dementia nos,5,2
Dementia,296993015,cerebral degeneration in diseases ec,5,2
Dementia,363791000006112,[x]arteriosclerotic dementia,5,2
Dementia,346929012,alcoholic dementia nos,5,2
Dementia,359151000006113,"[x] senile dementia, depressed or paranoid type",5,2
Dementia,423351000006115,"[x]presenile dementia,alzheimer's type",5,2
Dementia,295681016,"[x]vascular dementia, unspecified",5,2
Dementia,423381000006111,"[x]primary degen dementia of alzheimer's type, senile onset",5,2
Dementia,423391000006114,"[x]primary degen dementia, alzheimer's type, presenile onset",5,2
Dementia,425901000006116,"[x]senile dementia,alzheimer's type",5,2
Dementia,542781000006113,cerebral degeneration in other disease ec,5,2
Dementia,362941000006113,[x]alcoholic dementia nos,5,2
Dementia,295687017,[x]dementia in huntington's disease,5,2
Dementia,363041000006118,[x]alzheimer's disease type 2,5,2
Dementia,295686014,[x]dementia in creutzfeldt-jakob disease,5,2
Dementia,408361000000111,dementia monitoring first letter,5,2
Dementia,257073011,dementia test,5,2
Dementia,297000018,other cerebral degenerations,5,2
Dementia,363021000006113,[x]alzheimer's dementia unspec,5,2
Dementia,296991018,cerebral degeneration in niemann-pick disease,5,2
Dementia,376631000006115,[x]dementia infantalis,5,2
Dementia,398571000006112,[x]mixed cortical and subcortical vascular dementia,5,2
Dementia,2290431000000110,antipsychotic drug therapy for dementia,5,2
Dementia,431681000006117,[x]vascular dementia,5,2
Dementia,359081000006118,[x] presenile dementia nos,5,2
Dementia,376541000006112,[x]dementia in alzheimer's disease with late onset,5,2
Dementia,297018015,cerebral degeneration due to vitamin b12 deficiency,5,2
Dementia,294321000000111,excepted from dementia quality indicators: informed dissent,5,2
Dementia,295684012,[x]dementia in other diseases classified elsewhere,5,2
Dementia,297025010,other cerebral degeneration nos,5,2
Dementia,406841000000115,dementia monitoring administration,5,2
Dementia,1785381000000118,referral to dementia care advisor,5,2
Dementia,408401000000119,dementia annual review,5,2
Diabetes (uncomplicated),1488441010,diabetes medication review,6,0
Diabetes (uncomplicated),259365016,glucose tol. test diabetic,6,0
Diabetes (uncomplicated),264717015,diabetic - cooperative patient,6,0
Diabetes (uncomplicated),457327017,insulin-dependent diabetes without complication,6,0
Diabetes (uncomplicated),2159960011,diabetic retinopathy screening not indicated,6,0
Diabetes (uncomplicated),928611000006115,type ii diabetes mellitus with ketoacidotic coma,6,0
Diabetes (uncomplicated),746791000006111,insulin-dependent diabetes without complication,6,0
Diabetes (uncomplicated),21631000000117,diabetes monitoring admin.,6,0
Diabetes (uncomplicated),25261000000111,diabetes clinic administration,6,0
Diabetes (uncomplicated),292478012,other specified diabetes mellitus with ketoacidosis,6,0
Diabetes (uncomplicated),2622193012,diabetes mellitus with ketoacidosis,6,0
Diabetes (uncomplicated),546871000000112,referral to dafne diabetes structured education programme,6,0
Diabetes (uncomplicated),292484010,diabetes mellitus nos with hyperosmolar coma,6,0
Diabetes (uncomplicated),84471000006119,type 2 diabetes mellitus,6,0
Diabetes (uncomplicated),1667891000000113,hyperosmolar non-ketotic state in type ii diabetes mellitus,6,0
Diabetes (uncomplicated),2116661000000116,referral to community diabetes service,6,0
Diabetes (uncomplicated),15518018,secondary diabetes mellitus,6,0
Diabetes (uncomplicated),216201011,diabetic retinopathy screening,6,0
Diabetes (uncomplicated),772171000006114,insulin dependent diabetes mellitus,6,0
Diabetes (uncomplicated),85011000006119,type ii diabetes mellitus without complication,6,0
Diabetes (uncomplicated),2160025013,diabetic medicine,6,0
Diabetes (uncomplicated),616571000006118,"diabetes mellitus, adult, + other specified manifestation",6,0
Diabetes (uncomplicated),546471000000114,diabetes structured education programme declined,6,0
Diabetes (uncomplicated),216195015,diabetes care by hospital only,6,0
Diabetes (uncomplicated),737331000000117,excluded from diabetic retinopathy screening,6,0
Diabetes (uncomplicated),264681018,diabetic on oral treatment,6,0
Diabetes (uncomplicated),2156571000000116,provision of diabetes clinical summary,6,0
Diabetes (uncomplicated),928511000006116,type i diabetes mellitus with ketoacidosis,6,0
Diabetes (uncomplicated),736791000000117,excluded from diabetic retinopathy screening as deceased,6,0
Diabetes (uncomplicated),84641000006112,type 2 diabetes mellitus without complication,6,0
Diabetes (uncomplicated),283584016,non-urgent diabetic admission,6,0
Diabetes (uncomplicated),2115761000000117,diabetes self-management plan review,6,0
Diabetes (uncomplicated),616691000006118,diabetes monitor. check done,6,0
Diabetes (uncomplicated),84341000006119,type 1 diabetes mellitus with hypoglycaemic coma,6,0
Diabetes (uncomplicated),84851000006110,type ii diabetes mellitus - poor control,6,0
Diabetes (uncomplicated),1780286017,diabetic peripheral neuropathy screening,6,0
Diabetes (uncomplicated),1627291000006113,did not complete desmond diabetes structured educat program,6,0
Diabetes (uncomplicated),448261010,seen by diabetic liaison nurse,6,0
Diabetes (uncomplicated),493773010,niddm - non-insulin dependent diabetes mellitus,6,0
Diabetes (uncomplicated),292475010,diabetes mellitus nos with no mention of complication,6,0
Diabetes (uncomplicated),282570016,diabetic stabilisation,6,0
Diabetes (uncomplicated),264693010,has seen dietician - diabetes,6,0
Diabetes (uncomplicated),264726017,diabetes management plan given,6,0
Diabetes (uncomplicated),285751016,attends diabetes monitoring,6,0
Diabetes (uncomplicated),1484888013,o/e - diabetic maculopathy absent both eyes,6,0
Diabetes (uncomplicated),2159956013,under care of diabetes specialist nurse,6,0
Diabetes (uncomplicated),306114012,pre-existing malnutrition-related diabetes mellitus,6,0
Diabetes (uncomplicated),736911000000111,excluded from diabetic retinopathy screening as blind,6,0
Diabetes (uncomplicated),2288041000000110,type 1 diabetes mellitus in remission,6,0
Diabetes (uncomplicated),458512016,diabetic on insulin and oral treatment,6,0
Diabetes (uncomplicated),2279261000000115,education about diabetes and driving,6,0
Diabetes (uncomplicated),1488398016,o/e - left diabetic foot at high risk,6,0
Diabetes (uncomplicated),1164191000000111,education in self management of diabetes,6,0
Diabetes (uncomplicated),1884591000006118,further diabetic monitoring,6,0
Diabetes (uncomplicated),73466011,non-insulin dependent diabetes mellitus,6,0
Diabetes (uncomplicated),72721000006113,unstable type i diabetes mellitus,6,0
Diabetes (uncomplicated),2533110014,referral to diabetes structured education programme,6,0
Diabetes (uncomplicated),772161000006119,insulin dependent diabetes mellitus,6,0
Diabetes (uncomplicated),548121000000116,did not attend dafne diabetes structured education programme,6,0
Diabetes (uncomplicated),1752811000000118,no evidence of diabetic nephropathy,6,0
Diabetes (uncomplicated),1484923019,refer to diabetic foot screener,6,0
Diabetes (uncomplicated),264727014,diabetic annual review,6,0
Diabetes (uncomplicated),1484883016,o/e - no right diabetic retinopathy,6,0
Diabetes (uncomplicated),84671000006116,type i diabetes mellitus maturity onset,6,0
Diabetes (uncomplicated),616621000006115,"diabetes mellitus, juvenile type, no mention of complication",6,0
Diabetes (uncomplicated),771361000006113,insulin dependent diabetes mellitus with hypoglycaemic coma,6,0
Diabetes (uncomplicated),913711000006112,insulin dependent diabetes maturity onset,6,0
Diabetes (uncomplicated),494831000000119,cystic fibrosis related diabetes mellitus,6,0
Diabetes (uncomplicated),2159961010,diabetic foot examination not indicated,6,0
Diabetes (uncomplicated),264728016,annual diabetic blood test,6,0
Diabetes (uncomplicated),109871000006113,test request : haemoglobin a1c,6,0
Diabetes (uncomplicated),546001000000113,attended xpert diabetes structured education programme,6,0
Diabetes (uncomplicated),292590011,type 2 diabetes mellitus - poor control,6,0
Diabetes (uncomplicated),292553010,type 1 diabetes mellitus maturity onset,6,0
Diabetes (uncomplicated),1665751000000119,type 1 diabetic dietary review,6,0
Diabetes (uncomplicated),967701000006116,lipoatrophic diabetes mellitus,6,0
Diabetes (uncomplicated),616741000006116,diabetes monitoring 2nd letter,6,0
Diabetes (uncomplicated),2533107019,patient diabetes education review,6,0
Diabetes (uncomplicated),63041000000111,diabetic diet - poor compliance,6,0
Diabetes (uncomplicated),840951000006119,insulin treated type 2 diabetes mellitus,6,0
Diabetes (uncomplicated),84891000006116,type ii diabetes mellitus with hypoglycaemic coma,6,0
Diabetes (uncomplicated),2227861000000112,diabetic foot screening invitation first letter,6,0
Diabetes (uncomplicated),292551012,type i diabetes mellitus maturity onset,6,0
Diabetes (uncomplicated),1704731000006113,excluded diabetc retinop screen as under care ophthalmolgist,6,0
Diabetes (uncomplicated),2474334019,diabetes clinical management plan,6,0
Diabetes (uncomplicated),546071000000117,attended dafne diabetes structured education programme,6,0
Diabetes (uncomplicated),264723013,diabetes: practice programme,6,0
Diabetes (uncomplicated),77727018,insulin dependent diabetes mellitus,6,0
Diabetes (uncomplicated),330806013,adverse reaction to insulins and antidiabetic agents nos,6,0
Diabetes (uncomplicated),457231013,seen in diabetic eye clinic,6,0
Diabetes (uncomplicated),139001000000110,exception reporting: diabetes quality indicators,6,0
Diabetes (uncomplicated),405057014,diabetes monitored,6,0
Diabetes (uncomplicated),692951000000111,diabetic foot screen,6,0
Diabetes (uncomplicated),285753018,diabetes monitoring default,6,0
Diabetes (uncomplicated),616241000006112,diabetes mellitus induced by steroids,6,0
Diabetes (uncomplicated),2549069011,seen in community diabetes specialist clinic,6,0
Diabetes (uncomplicated),457325013,type i diabetes mellitus without complication,6,0
Diabetes (uncomplicated),2474309019,diabetic foot examination declined,6,0
Diabetes (uncomplicated),1628311000006111,did not complete xpert diabetes structured education program,6,0
Diabetes (uncomplicated),283938017,diabetology d.v. done,6,0
Diabetes (uncomplicated),931191000006110,excepted from diabetes qual indicators: patient unsuitable,6,0
Diabetes (uncomplicated),2693189019,health education - diabetes,6,0
Diabetes (uncomplicated),264676010,diabetic monitoring,6,0
Diabetes (uncomplicated),547191000000117,did not attend diabetes structured education programme,6,0
Diabetes (uncomplicated),406351000000114,referral for diabetic retinopathy screening,6,0
Diabetes (uncomplicated),127041000006110,steroid induced diabetes,6,0
Diabetes (uncomplicated),547441000000118,did not complete dafne diabetes structured education program,6,0
Diabetes (uncomplicated),250447011,diabetic diet,6,0
Diabetes (uncomplicated),1704681000006115,eligibility temporarily inactive for diabetic retinop screen,6,0
Diabetes (uncomplicated),1734281000000117,diabetic erectile dysfunction review,6,0
Diabetes (uncomplicated),306113018,"pre-existing diabetes mellitus, non-insulin-dependent",6,0
Diabetes (uncomplicated),285752011,refuses diabetes monitoring,6,0
Diabetes (uncomplicated),928521000006112,type 1 diabetes mellitus with ketoacidotic coma,6,0
Diabetes (uncomplicated),84291000006117,type 1 diabetes mellitus - poor control,6,0
Diabetes (uncomplicated),547331000000115,did not complete diabetes structured education programme,6,0
Diabetes (uncomplicated),616511000006110,"diabetes mellitus, adult onset, no mention of complication",6,0
Diabetes (uncomplicated),223291000000111,maturity onset diabetes,6,0
Diabetes (uncomplicated),1704781000006114,excluded frm diabetic retinopathy screen as terminal illness,6,0
